Evidence_ID,Source_row,Reference_ID,Parameter_Category,Parameter_Name,Symbol,Polymer_Type,Particle_Shape,Size_Class_um,Original_Value_Mean,Original_Value_Min,Original_Value_Max,Original_Unit,Standardized_value,Standardized_min,Standardized_max,Standardized_unit,Derivation_Method,Notes,Original_parameter_name,Source_title,Source_URL,Source_Location_extra_field,Decision,Decision_reason,Corrected_source_value,Corrected_source_unit,Transformation_or_correction,Record_role,Evidence_scope,Verification_detail,Source_locator_or_extracted_note,Use_limit,Parameter_type,Prior_verification_note
BOX-0311,312,Messager_2016,Hydrology,Median residence time (lakes 0.1-1 km2),RT_mean,NA,NA,0.1-1,438.3,NA,NA,days,438.3,NA,NA,days,Empirical,Table 1; residence time for lake size class 0.1-1 km2. Converted: years*365.25,Mean residence time (lakes 0.1-1 km2),Estimating the volume and age of water stored in global lakes using a geo-statistical approach,https://doi.org/10.1038/ncomms13603,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",1.2,yr,"Corrected source form from Messager Article Table 1 (PDF p.3): 1.2 yr, from the Median column (not Mean). Source CSV stored the already converted 438.3 days in Original_Value_Mean. Standardized value remains 438.3 days (= source years × 365.25); no re-calculation was applied in v5.",reported_measurement_or_study_statistic,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF p.3, Article Table 1, size-class residence-time values; source year form retained and day standardization checked arithmetically.",Table 1; residence time for lake size class 0.1-1 km2. Converted: years*365.25,Study-specific; do not pool as a universal lake coefficient or treat model outputs/bookkeeping as independent observations.,reported_measurement_or_study_statistic,
BOX-0312,313,Messager_2016,Hydrology,Median residence time (lakes 1-10 km2),RT_mean,NA,NA,1-10,511.34999999999997,NA,NA,days,511.34999999999997,NA,NA,days,Empirical,Table 1; residence time for lake size class 1-10 km2. Converted: years*365.25,Mean residence time (lakes 1-10 km2),Estimating the volume and age of water stored in global lakes using a geo-statistical approach,https://doi.org/10.1038/ncomms13603,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",1.4,yr,"Corrected source form from Messager Article Table 1 (PDF p.3): 1.4 yr, from the Median column (not Mean). Source CSV stored the already converted 511.34999999999997 days in Original_Value_Mean. Standardized value remains 511.34999999999997 days (= source years × 365.25); no re-calculation was applied in v5.",reported_measurement_or_study_statistic,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF p.3, Article Table 1, size-class residence-time values; source year form retained and day standardization checked arithmetically.",Table 1; residence time for lake size class 1-10 km2. Converted: years*365.25,Study-specific; do not pool as a universal lake coefficient or treat model outputs/bookkeeping as independent observations.,reported_measurement_or_study_statistic,
BOX-0313,314,Messager_2016,Hydrology,Median residence time (lakes 10-100 km2),RT_mean,NA,NA,10-100,730.5,NA,NA,days,730.5,NA,NA,days,Empirical,Table 1; residence time for lake size class 10-100 km2. Converted: years*365.25,Mean residence time (lakes 10-100 km2),Estimating the volume and age of water stored in global lakes using a geo-statistical approach,https://doi.org/10.1038/ncomms13603,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",2,yr,"Corrected source form from Messager Article Table 1 (PDF p.3): 2 yr, from the Median column (not Mean). Source CSV stored the already converted 730.5 days in Original_Value_Mean. Standardized value remains 730.5 days (= source years × 365.25); no re-calculation was applied in v5.",reported_measurement_or_study_statistic,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF p.3, Article Table 1, size-class residence-time values; source year form retained and day standardization checked arithmetically.",Table 1; residence time for lake size class 10-100 km2. Converted: years*365.25,Study-specific; do not pool as a universal lake coefficient or treat model outputs/bookkeeping as independent observations.,reported_measurement_or_study_statistic,
BOX-0314,315,Messager_2016,Hydrology,Median residence time (lakes 100-1000 km2),RT_mean,NA,NA,100-1000,1497.5249999999999,NA,NA,days,1497.5249999999999,NA,NA,days,Empirical,Table 1; residence time for lake size class 100-1000 km2. Converted: years*365.25,Mean residence time (lakes 100-1000 km2),Estimating the volume and age of water stored in global lakes using a geo-statistical approach,https://doi.org/10.1038/ncomms13603,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",4.1,yr,"Corrected source form from Messager Article Table 1 (PDF p.3): 4.1 yr, from the Median column (not Mean). Source CSV stored the already converted 1497.5249999999999 days in Original_Value_Mean. Standardized value remains 1497.5249999999999 days (= source years × 365.25); no re-calculation was applied in v5.",reported_measurement_or_study_statistic,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF p.3, Article Table 1, size-class residence-time values; source year form retained and day standardization checked arithmetically.",Table 1; residence time for lake size class 100-1000 km2. Converted: years*365.25,Study-specific; do not pool as a universal lake coefficient or treat model outputs/bookkeeping as independent observations.,reported_measurement_or_study_statistic,
BOX-0315,316,Messager_2016,Hydrology,Median residence time (lakes 1000-10000 km2),RT_mean,NA,NA,1000-10000,1534.05,NA,NA,days,1534.05,NA,NA,days,Empirical,Table 1; residence time for lake size class 1000-10000 km2. Converted: years*365.25,Mean residence time (lakes 1000-10000 km2),Estimating the volume and age of water stored in global lakes using a geo-statistical approach,https://doi.org/10.1038/ncomms13603,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",4.2,yr,"Corrected source form from Messager Article Table 1 (PDF p.3): 4.2 yr, from the Median column (not Mean). Source CSV stored the already converted 1534.05 days in Original_Value_Mean. Standardized value remains 1534.05 days (= source years × 365.25); no re-calculation was applied in v5.",reported_measurement_or_study_statistic,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF p.3, Article Table 1, size-class residence-time values; source year form retained and day standardization checked arithmetically.",Table 1; residence time for lake size class 1000-10000 km2. Converted: years*365.25,Study-specific; do not pool as a universal lake coefficient or treat model outputs/bookkeeping as independent observations.,reported_measurement_or_study_statistic,
BOX-0316,317,Messager_2016,Hydrology,Median residence time (lakes >10000 km2),RT_mean,NA,NA,>10000,4492.575,NA,NA,days,4492.575,NA,NA,days,Empirical,Table 1; residence time for lake size class >10000 km2. Converted: years*365.25,Mean residence time (lakes >10000 km2),Estimating the volume and age of water stored in global lakes using a geo-statistical approach,https://doi.org/10.1038/ncomms13603,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",12.3,yr,"Corrected source form from Messager Article Table 1 (PDF p.3): 12.3 yr, from the Median column (not Mean). Source CSV stored the already converted 4492.575 days in Original_Value_Mean. Standardized value remains 4492.575 days (= source years × 365.25); no re-calculation was applied in v5.",reported_measurement_or_study_statistic,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF p.3, Article Table 1, size-class residence-time values; source year form retained and day standardization checked arithmetically.",Table 1; residence time for lake size class >10000 km2. Converted: years*365.25,Study-specific; do not pool as a universal lake coefficient or treat model outputs/bookkeeping as independent observations.,reported_measurement_or_study_statistic,
BOX-0317,318,Messager_2016,Hydrology,Average depth (lakes 0.1-1 km2),H_mean,NA,NA,0.1-1,3.5,NA,NA,m,3.5,NA,NA,m,Empirical,Table 1; average depth for lake size class 0.1-1 km2,Average depth (lakes 0.1-1 km2),Estimating the volume and age of water stored in global lakes using a geo-statistical approach,https://doi.org/10.1038/ncomms13603,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",3.5,m,No v5 value/unit correction applied; original source-table fields are retained separately.,reported_measurement_or_study_statistic,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; Article Table 1 is PDF p.3, while Hydraulic residence times text is PDF p.4; retained locator specifies the row context.",Table 1; average depth for lake size class 0.1-1 km2,Study-specific; do not pool as a universal lake coefficient or treat model outputs/bookkeeping as independent observations.,reported_measurement_or_study_statistic,
BOX-0318,319,Messager_2016,Hydrology,Average depth (lakes 1-10 km2),H_mean,NA,NA,1-10,5.4,NA,NA,m,5.4,NA,NA,m,Empirical,Table 1; average depth for lake size class 1-10 km2,Average depth (lakes 1-10 km2),Estimating the volume and age of water stored in global lakes using a geo-statistical approach,https://doi.org/10.1038/ncomms13603,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",5.4,m,No v5 value/unit correction applied; original source-table fields are retained separately.,reported_measurement_or_study_statistic,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; Article Table 1 is PDF p.3, while Hydraulic residence times text is PDF p.4; retained locator specifies the row context.",Table 1; average depth for lake size class 1-10 km2,Study-specific; do not pool as a universal lake coefficient or treat model outputs/bookkeeping as independent observations.,reported_measurement_or_study_statistic,
BOX-0319,320,Messager_2016,Hydrology,Average depth (lakes 10-100 km2),H_mean,NA,NA,10-100,10.4,NA,NA,m,10.4,NA,NA,m,Empirical,Table 1; average depth for lake size class 10-100 km2,Average depth (lakes 10-100 km2),Estimating the volume and age of water stored in global lakes using a geo-statistical approach,https://doi.org/10.1038/ncomms13603,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",10.4,m,No v5 value/unit correction applied; original source-table fields are retained separately.,reported_measurement_or_study_statistic,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; Article Table 1 is PDF p.3, while Hydraulic residence times text is PDF p.4; retained locator specifies the row context.",Table 1; average depth for lake size class 10-100 km2,Study-specific; do not pool as a universal lake coefficient or treat model outputs/bookkeeping as independent observations.,reported_measurement_or_study_statistic,
BOX-0320,321,Messager_2016,Hydrology,Average depth (lakes 100-1000 km2),H_mean,NA,NA,100-1000,19.6,NA,NA,m,19.6,NA,NA,m,Empirical,Table 1; average depth for lake size class 100-1000 km2,Average depth (lakes 100-1000 km2),Estimating the volume and age of water stored in global lakes using a geo-statistical approach,https://doi.org/10.1038/ncomms13603,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",19.6,m,No v5 value/unit correction applied; original source-table fields are retained separately.,reported_measurement_or_study_statistic,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; Article Table 1 is PDF p.3, while Hydraulic residence times text is PDF p.4; retained locator specifies the row context.",Table 1; average depth for lake size class 100-1000 km2,Study-specific; do not pool as a universal lake coefficient or treat model outputs/bookkeeping as independent observations.,reported_measurement_or_study_statistic,
BOX-0321,322,Messager_2016,Hydrology,Average depth (lakes 1000-10000 km2),H_mean,NA,NA,1000-10000,32.3,NA,NA,m,32.3,NA,NA,m,Empirical,Table 1; average depth for lake size class 1000-10000 km2,Average depth (lakes 1000-10000 km2),Estimating the volume and age of water stored in global lakes using a geo-statistical approach,https://doi.org/10.1038/ncomms13603,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",32.3,m,No v5 value/unit correction applied; original source-table fields are retained separately.,reported_measurement_or_study_statistic,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; Article Table 1 is PDF p.3, while Hydraulic residence times text is PDF p.4; retained locator specifies the row context.",Table 1; average depth for lake size class 1000-10000 km2,Study-specific; do not pool as a universal lake coefficient or treat model outputs/bookkeeping as independent observations.,reported_measurement_or_study_statistic,
BOX-0322,323,Messager_2016,Hydrology,Average depth (lakes >10000 km2),H_mean,NA,NA,>10000,139.6,NA,NA,m,139.6,NA,NA,m,Empirical,Table 1; average depth for lake size class >10000 km2,Average depth (lakes >10000 km2),Estimating the volume and age of water stored in global lakes using a geo-statistical approach,https://doi.org/10.1038/ncomms13603,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",139.6,m,No v5 value/unit correction applied; original source-table fields are retained separately.,reported_measurement_or_study_statistic,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; Article Table 1 is PDF p.3, while Hydraulic residence times text is PDF p.4; retained locator specifies the row context.",Table 1; average depth for lake size class >10000 km2,Study-specific; do not pool as a universal lake coefficient or treat model outputs/bookkeeping as independent observations.,reported_measurement_or_study_statistic,
BOX-0323,324,Messager_2016,Hydrology,Residence time (Caspian Sea),RT,NA,NA,NA,295.4,NA,NA,yr,107894.84999999999,NA,NA,days,Empirical,Table 1; Caspian Sea residence time. Converted: yr*365.25,Residence time (Caspian Sea),Estimating the volume and age of water stored in global lakes using a geo-statistical approach,https://doi.org/10.1038/ncomms13603,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",295.4,yr,No v5 value/unit correction applied; original source-table fields are retained separately.,reported_measurement_or_study_statistic,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; Article Table 1 is PDF p.3, while Hydraulic residence times text is PDF p.4; retained locator specifies the row context.",Table 1; Caspian Sea residence time. Converted: yr*365.25,Study-specific; do not pool as a universal lake coefficient or treat model outputs/bookkeeping as independent observations.,reported_measurement_or_study_statistic,
BOX-0324,325,Messager_2016,Hydrology,Residence time (Lake Baikal),RT,NA,NA,NA,374.6,NA,NA,yr,136822.65,NA,NA,days,Empirical,Table 1; Lake Baikal residence time. Converted: yr*365.25,Residence time (Lake Baikal),Estimating the volume and age of water stored in global lakes using a geo-statistical approach,https://doi.org/10.1038/ncomms13603,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",374.6,yr,No v5 value/unit correction applied; original source-table fields are retained separately.,reported_measurement_or_study_statistic,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; Article Table 1 is PDF p.3, while Hydraulic residence times text is PDF p.4; retained locator specifies the row context.",Table 1; Lake Baikal residence time. Converted: yr*365.25,Study-specific; do not pool as a universal lake coefficient or treat model outputs/bookkeeping as independent observations.,reported_measurement_or_study_statistic,
BOX-0325,326,Messager_2016,Hydrology,Residence time (Lake Tanganyika),RT,NA,NA,NA,402.6,NA,NA,yr,147049.65,NA,NA,days,Empirical,Table 1; Lake Tanganyika residence time. Converted: yr*365.25,Residence time (Lake Tanganyika),Estimating the volume and age of water stored in global lakes using a geo-statistical approach,https://doi.org/10.1038/ncomms13603,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",402.6,yr,No v5 value/unit correction applied; original source-table fields are retained separately.,reported_measurement_or_study_statistic,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; Article Table 1 is PDF p.3, while Hydraulic residence times text is PDF p.4; retained locator specifies the row context.",Table 1; Lake Tanganyika residence time. Converted: yr*365.25,Study-specific; do not pool as a universal lake coefficient or treat model outputs/bookkeeping as independent observations.,reported_measurement_or_study_statistic,
BOX-0326,327,Messager_2016,Hydrology,Residence time (Lake Superior),RT,NA,NA,NA,132.5,NA,NA,yr,48395.625,NA,NA,days,Empirical,Table 1; Lake Superior residence time. Converted: yr*365.25,Residence time (Lake Superior),Estimating the volume and age of water stored in global lakes using a geo-statistical approach,https://doi.org/10.1038/ncomms13603,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",132.5,yr,No v5 value/unit correction applied; original source-table fields are retained separately.,reported_measurement_or_study_statistic,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; Article Table 1 is PDF p.3, while Hydraulic residence times text is PDF p.4; retained locator specifies the row context.",Table 1; Lake Superior residence time. Converted: yr*365.25,Study-specific; do not pool as a universal lake coefficient or treat model outputs/bookkeeping as independent observations.,reported_measurement_or_study_statistic,
BOX-0327,328,Messager_2016,Hydrology,Residence time (Lake Malawi),RT,NA,NA,NA,218.5,NA,NA,yr,79807.125,NA,NA,days,Empirical,Table 1; Lake Malawi residence time. Converted: yr*365.25,Residence time (Lake Malawi),Estimating the volume and age of water stored in global lakes using a geo-statistical approach,https://doi.org/10.1038/ncomms13603,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",218.5,yr,No v5 value/unit correction applied; original source-table fields are retained separately.,reported_measurement_or_study_statistic,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; Article Table 1 is PDF p.3, while Hydraulic residence times text is PDF p.4; retained locator specifies the row context.",Table 1; Lake Malawi residence time. Converted: yr*365.25,Study-specific; do not pool as a universal lake coefficient or treat model outputs/bookkeeping as independent observations.,reported_measurement_or_study_statistic,
